passenger_count,trip_distance,PULocationID,DOLocationID,trip_duration,fare_amount
1,1.82,74,75,12.683333333333334,10.0
1,4.27,166,166,25.583333333333332,18.0
2,8.98,95,217,35.1,29.5
1,1.88,42,74,9.3,8.5
1,9.47,244,83,23.033333333333335,29.0
3,1.3,41,152,9.333333333333334,7.5
1,2.2,241,78,12.016666666666667,10.5
1,1.84,41,75,11.15,9.0
5,0.46,134,28,2.3,3.5
1,1.92,74,263,8.566666666666666,8.5
1,3.39,160,95,19.1,14.5
1,2.89,52,61,28.933333333333334,18.0
1,1.62,82,56,10.483333333333333,8.5
1,9.4,166,148,29.916666666666668,30.0
1,3.01,75,161,15.15,13.5
6,2.56,41,142,9.483333333333333,10.0
1,6.37,95,205,16.466666666666665,20.0
1,6.78,7,95,33.78333333333333,26.5
1,2.16,33,195,14.966666666666667,11.5
1,2.3,75,168,13.7,11.5
2,1.74,97,25,10.283333333333333,9.0
1,1.93,74,238,8.2,8.5
1,4.9,65,177,28.666666666666668,19.5
1,5.3,226,56,21.016666666666666,19.0
1,6.7,244,163,15.583333333333334,21.0
1,0.05,25,25,0.6,2.5
1,1.47,42,74,7.016666666666667,7.0
1,1.26,220,220,5.866666666666666,6.5
4,0.04,44,44,2.0,3.0
1,9.47,215,86,27.85,30.0
1,5.96,116,230,14.416666666666666,19.5
1,1.43,75,151,9.316666666666666,8.0
1,13.56,147,37,63.15,49.0
1,5.71,75,224,23.833333333333332,20.5
1,2.42,129,7,12.066666666666666,11.0
1,3.18,236,229,15.616666666666667,13.5
1,1.4,65,49,8.0,7.5
1,1.46,166,75,13.95,9.0
1,2.21,33,49,15.566666666666666,11.5
1,1.4,255,112,8.816666666666666,7.5
1,2.8,244,243,7.133333333333334,10.0
2,1.35,75,74,9.833333333333334,8.0
1,3.38,74,162,11.083333333333334,11.5
5,1.87,74,236,12.616666666666667,9.5
1,0.52,49,49,5.466666666666667,5.5
1,0.65,41,41,5.283333333333333,5.0
1,1.31,41,75,7.166666666666667,7.0
1,0.98,41,151,4.7,5.5
1,5.71,166,119,31.666666666666668,25.0
1,1.94,24,239,6.966666666666667,8.0
1,2.08,75,239,11.766666666666667,10.5
1,6.84,130,138,10.566666666666666,20.0
1,0.99,41,42,5.15,6.0
1,1.8,74,168,7.6,8.0
3,4.9,95,157,18.75,18.0
1,3.21,65,17,16.45,13.0
1,1.66,7,226,8.85,8.0
1,10.13,7,95,39.7,31.5
1,23.25,23,14,86.25,82.0
1,0.72,196,95,3.6,4.5
1,1.35,260,129,12.516666666666667,9.0
2,0.86,95,95,4.45,5.0
1,2.88,65,225,19.433333333333334,14.0
4,1.9,74,262,6.95,7.5
1,12.82,197,191,55.43333333333333,45.5
2,2.1,75,142,7.066666666666666,8.0
1,1.01,75,236,6.35,6.0
1,0.8,166,151,3.033333333333333,4.5
2,0.79,75,74,4.583333333333333,5.0
2,19.15,213,76,101.81666666666666,83.0
1,4.35,243,151,24.783333333333335,19.0
1,6.29,197,191,51.35,34.0
1,6.28,33,170,19.566666666666666,21.0
1,1.91,95,102,10.516666666666667,9.0
2,33.58,235,23,61.53333333333333,91.5
1,2.42,116,243,8.783333333333333,9.5
1,2.47,74,236,12.15,10.5
1,2.03,166,244,11.916666666666666,10.0
1,6.56,7,114,25.883333333333333,23.0
1,1.16,129,173,8.816666666666666,7.5
1,2.21,159,247,12.6,11.0
1,1.01,74,75,6.433333333333334,6.0
1,0.16,264,264,0.4666666666666667,20.0
1,4.22,41,162,14.066666666666666,14.5
1,1.43,74,74,5.283333333333333,6.5
1,4.03,116,127,12.766666666666667,13.5
1,1.44,43,262,7.716666666666667,7.5
1,2.28,244,247,16.3,12.5
1,3.53,166,243,13.75,14.0
1,3.47,130,122,13.766666666666667,13.5
1,10.48,97,210,49.61666666666667,38.5
1,2.63,75,239,12.033333333333333,11.0
1,0.94,129,82,10.65,8.0
1,1.36,260,157,7.45,7.0
1,9.57,254,42,29.333333333333332,25.28
1,1.59,74,24,9.416666666666666,8.0
1,1.17,75,74,5.633333333333334,6.0
1,1.48,41,238,8.05,7.5
5,3.15,41,263,16.566666666666666,13.0
1,2.3,97,62,16.45,12.0
1,6.45,35,197,21.183333333333334,22.0
1,2.3,74,151,14.783333333333333,11.5
1,4.47,226,234,32.55,21.5
1,1.28,95,95,6.1,6.5
1,17.37,47,197,50.46666666666667,55.5
1,1.12,130,28,5.066666666666666,5.5
1,1.35,41,42,8.7,8.0
1,0.46,33,33,3.9166666666666665,4.5
1,15.54,65,97,121.08333333333333,79.0
1,2.53,75,143,11.533333333333333,10.5
1,1.54,75,238,5.816666666666666,7.0
1,1.5,74,166,8.8,8.0
1,2.65,166,239,11.783333333333333,11.5
1,2.29,69,244,18.2,13.0
1,1.3,244,244,9.016666666666667,8.0
1,5.24,75,90,25.85,19.5
1,6.53,244,262,18.383333333333333,21.0
1,2.7,166,236,13.533333333333333,12.0
1,1.6,41,236,7.916666666666667,8.0
1,2.27,244,69,18.7,13.5
1,2.01,62,71,15.566666666666666,11.5
1,3.39,41,237,19.616666666666667,15.5
1,3.25,166,244,12.6,13.0
1,4.57,74,127,16.15,17.0
1,1.74,97,97,17.166666666666668,9.5
1,14.9,97,201,76.93333333333334,58.5
1,5.56,244,143,17.483333333333334,19.0
1,1.39,49,217,8.533333333333333,7.5
1,1.82,74,42,12.616666666666667,10.0
1,2.09,74,236,10.9,9.5
1,0.54,116,152,3.15,4.5
1,0.66,74,74,3.683333333333333,4.5
1,0.58,75,75,4.0,4.5
1,21.65,5,52,56.03333333333333,65.0
1,1.7,82,129,13.9,10.0
1,3.77,129,138,9.433333333333334,12.0
1,9.78,244,138,17.0,28.0
1,0.96,244,244,7.15,6.5
1,1.22,260,129,7.783333333333333,7.0
1,2.53,244,243,8.4,10.0
1,2.96,95,258,13.133333333333333,12.0
1,0.99,129,129,10.75,8.0
1,4.8,25,68,24.3,19.5
1,1.4,166,41,7.916666666666667,7.5
2,2.6,75,116,17.683333333333334,12.0
1,0.8,166,166,4.45,5.0
1,5.94,75,7,17.783333333333335,19.5
1,14.69,86,61,63.68333333333333,53.0
1,1.68,74,42,11.316666666666666,9.0
2,0.86,7,7,7.15,6.5
1,0.47,152,152,2.9833333333333334,4.0
1,0.72,97,97,3.45,4.5
1,2.99,42,47,16.1,13.0
1,7.8,75,231,29.85,27.5
1,3.35,74,244,17.966666666666665,14.5
2,6.99,168,20,45.95,7.0
1,0.9,166,151,4.466666666666667,5.5
1,27.7,21,223,45.1,74.5
2,8.79,184,78,21.8,26.0
1,6.35,41,186,20.866666666666667,21.0
1,0.78,33,33,7.433333333333334,6.0
1,3.61,196,121,12.333333333333334,13.0
1,1.21,152,42,7.183333333333334,6.5
1,18.57,97,250,62.766666666666666,58.0
1,5.41,244,143,40.85,28.0
1,1.0,41,116,5.266666666666667,6.0
1,6.73,75,148,23.783333333333335,24.0
1,2.91,43,141,13.166666666666666,12.0
1,1.15,75,238,3.9,5.5
1,2.3,74,43,10.616666666666667,10.0
1,0.45,244,116,3.8333333333333335,4.5
1,9.3,43,17,30.916666666666668,31.5
1,1.42,74,75,8.3,7.5
2,5.43,108,165,46.016666666666666,31.0
1,1.96,41,116,11.333333333333334,10.0
1,1.21,65,181,7.716666666666667,7.0
5,4.67,244,238,10.533333333333333,15.0
1,0.48,41,41,2.4833333333333334,4.0
1,2.27,75,238,7.966666666666667,9.0
1,3.68,7,112,17.283333333333335,15.0
1,0.62,74,74,6.733333333333333,6.0
1,1.7,166,42,6.35,7.5
1,1.62,75,42,12.233333333333333,10.0
1,0.85,75,262,6.783333333333333,6.5
1,6.64,130,203,14.4,21.0
1,2.57,33,13,18.35,14.0
1,6.3,244,262,33.583333333333336,26.0
1,3.2,94,212,16.133333333333333,13.5
1,1.52,74,263,4.183333333333334,6.0
1,1.96,74,152,23.283333333333335,15.0
1,7.37,75,18,22.433333333333334,24.5
3,0.8,75,75,7.133333333333334,6.0
1,6.57,74,213,19.5,21.0
1,3.4,168,78,14.333333333333334,12.5
1,0.93,74,74,4.816666666666666,5.5
1,1.16,74,75,6.35,6.5
2,1.53,42,75,6.716666666666667,7.0
1,31.06,23,228,78.8,91.5
5,5.01,75,100,34.78333333333333,23.0
1,1.6,43,151,8.666666666666666,8.0
1,1.31,152,244,4.9,6.0
1,1.1,166,41,7.283333333333333,7.0
1,1.0,75,43,5.533333333333333,6.0
1,1.43,74,75,12.716666666666667,9.5
1,0.03,247,168,0.06666666666666667,15.0
1,0.81,41,42,7.083333333333333,6.5
1,4.55,97,4,16.85,16.5
1,10.89,124,65,67.33333333333333,46.5
2,6.18,181,77,40.36666666666667,27.5
6,0.91,75,236,3.35,5.0
1,2.1,55,29,12.866666666666667,10.5
1,23.0,119,265,64.3,71.0
1,1.07,42,42,4.9,5.5
1,1.06,24,151,11.516666666666667,8.5
2,1.1,33,25,8.966666666666667,7.5
1,0.8,74,41,3.283333333333333,4.5
1,2.76,223,260,10.266666666666667,11.5
1,3.49,74,126,13.116666666666667,13.0
1,0.42,75,74,1.2833333333333334,3.5
1,1.37,95,196,8.65,7.5
1,1.07,42,42,7.266666666666667,7.0
1,3.89,75,48,22.833333333333332,17.5
1,3.64,121,95,21.133333333333333,19.3
1,3.8,82,223,12.483333333333333,13.5
1,4.98,130,216,19.3,17.5
1,5.99,244,142,22.416666666666668,22.0
1,0.04,193,193,0.18333333333333332,2.5
1,0.72,43,236,5.566666666666666,5.5
1,1.87,33,106,9.983333333333333,8.5
1,0.76,41,41,3.9,5.0
1,0.78,74,41,6.183333333333334,6.0
1,1.23,65,97,7.333333333333333,7.0
1,0.52,166,41,4.083333333333333,4.5
1,6.94,75,138,27.283333333333335,24.0
1,2.94,196,134,20.183333333333334,14.5
1,4.37,75,170,15.083333333333334,15.5
1,2.41,74,263,13.2,10.5
1,3.03,74,238,20.4,15.0
1,7.86,82,260,38.5,30.5
1,1.53,166,74,11.383333333333333,9.0
1,10.2,75,231,37.9,35.5
1,4.81,116,142,18.7,18.5
1,1.34,95,196,7.966666666666667,8.0
1,7.2,43,112,24.466666666666665,23.5
2,1.76,130,197,8.35,8.0
1,0.82,43,238,2.466666666666667,4.5
1,2.52,74,236,13.766666666666667,11.5
1,4.37,25,225,19.45,16.5
1,0.87,74,75,10.6,10.0
1,1.05,97,189,9.283333333333333,7.5
1,0.85,166,24,4.716666666666667,5.5
3,2.9,256,65,17.066666666666666,14.0
1,0.59,25,40,4.3,4.5
1,3.81,244,235,27.283333333333335,19.0
1,1.69,82,129,10.8,9.0
1,6.83,95,198,29.416666666666668,24.5
5,2.23,74,151,14.583333333333334,11.5
1,7.16,236,212,19.633333333333333,22.5
1,0.3,243,243,3.683333333333333,4.0
2,0.57,41,41,3.466666666666667,4.5
1,2.34,7,223,11.083333333333334,10.0
1,2.37,112,256,14.65,11.0
1,4.17,193,137,15.366666666666667,15.0
1,3.35,97,188,27.516666666666666,19.0
3,1.5,75,74,13.883333333333333,10.5
1,3.0,166,244,12.033333333333333,12.0
6,5.39,75,79,18.133333333333333,19.0
1,2.2,65,17,19.933333333333334,13.5
1,1.67,97,52,13.133333333333333,10.0
1,1.08,166,43,13.5,9.5
1,3.81,129,138,9.6,12.5
1,0.82,74,74,6.733333333333333,6.0
1,4.15,42,238,20.283333333333335,17.0
1,0.57,74,264,62.86666666666667,4.0
1,1.73,69,47,12.0,9.0
1,2.71,166,142,18.016666666666666,14.0
1,0.44,41,24,3.7666666666666666,4.5
1,1.86,41,152,10.95,9.5
1,1.36,74,42,9.45,8.0
1,1.77,42,167,15.283333333333333,11.0
1,1.97,75,239,7.983333333333333,8.5
1,2.2,74,236,10.8,10.0
1,2.5,75,142,10.433333333333334,10.0
2,1.8,116,159,11.35,9.0
1,0.9,244,243,6.416666666666667,6.0
1,1.1,65,49,8.6,7.5
2,1.43,42,166,6.916666666666667,7.0
1,3.81,7,233,23.133333333333333,17.0
1,3.71,65,225,29.55,19.5
1,1.21,33,40,4.766666666666667,5.5
1,1.18,75,74,4.733333333333333,5.5
1,5.5,82,216,19.183333333333334,19.0
5,2.22,75,162,14.416666666666666,11.5
1,1.34,41,74,7.483333333333333,7.0
1,2.56,42,47,13.966666666666667,11.5
1,14.7,117,35,40.36666666666667,44.5
1,1.4,95,102,7.05,7.5
2,1.15,75,238,5.983333333333333,6.5
1,1.63,196,83,11.6,9.5
1,6.38,129,9,29.383333333333333,23.0
1,3.5,74,239,19.95,16.0
1,2.9,74,237,13.633333333333333,12.0
1,19.73,212,61,55.21666666666667,59.0
1,1.6,75,24,7.966666666666667,8.0
1,2.69,74,244,15.316666666666666,12.0
5,4.57,95,197,23.233333333333334,18.5
1,2.5,166,42,14.216666666666667,12.0
3,28.6,166,1,53.05,96.5
1,2.14,75,152,10.416666666666666,9.5
1,1.98,20,235,13.85,10.5
1,3.07,82,96,17.483333333333334,14.0
1,0.2,168,168,0.9,3.0
3,3.5,69,43,18.116666666666667,14.5
1,2.1,24,116,9.916666666666666,9.5
1,0.41,260,129,3.6666666666666665,4.5
1,1.4,74,43,3.716666666666667,6.0
1,15.6,5,5,121.28333333333333,87.5
1,2.8,147,42,15.933333333333334,13.0
1,1.64,75,141,8.016666666666667,7.5
1,2.09,74,24,9.916666666666666,9.5
1,6.46,42,162,25.416666666666668,22.0
1,1.7,65,189,12.566666666666666,10.0
1,4.62,236,68,26.9,20.0
1,0.89,181,189,7.316666666666666,6.5
2,18.84,215,136,35.71666666666667,52.5
3,2.32,130,205,10.733333333333333,10.0
1,0.2,166,166,1.6833333333333333,3.0
1,7.0,166,114,31.233333333333334,26.5
3,1.4,129,129,11.133333333333333,8.5
1,2.15,41,238,13.766666666666667,11.5
1,2.45,75,239,14.2,11.5
1,9.86,244,114,25.7,31.0
1,0.81,75,151,2.7666666666666666,4.5
5,0.49,129,82,3.0833333333333335,4.0
1,2.19,55,29,10.95,10.0
1,1.26,41,75,9.083333333333334,7.5
1,1.03,25,65,7.066666666666666,6.5
1,1.57,225,256,13.066666666666666,10.0
2,2.06,97,189,13.166666666666666,11.0
1,0.9,133,26,6.933333333333334,6.5
1,2.11,74,116,14.083333333333334,11.0
1,1.1,41,75,9.083333333333334,7.5
1,4.5,116,243,34.38333333333333,23.5
2,0.91,42,42,6.266666666666667,6.0
1,0.89,74,74,8.15,7.0
1,1.47,41,238,8.033333333333333,7.5
1,7.28,41,114,34.81666666666667,27.0
1,2.44,212,213,6.866666666666666,9.0
1,29.4,23,168,80.06666666666666,85.0
1,1.39,74,75,13.866666666666667,10.0
1,2.41,43,142,13.9,10.5
1,2.27,43,141,15.85,11.5
1,2.46,74,69,13.933333333333334,11.5
1,2.93,136,32,14.616666666666667,12.5
1,1.91,42,166,11.2,9.5
1,0.57,41,41,3.8,4.5
1,1.44,41,166,7.766666666666667,7.5
2,3.78,95,28,14.333333333333334,20.0
1,10.07,42,211,28.516666666666666,31.5
6,3.8,74,140,11.283333333333333,13.0
1,4.05,97,89,35.71666666666667,22.5
2,0.84,130,215,8.95,5.0
1,2.53,255,49,16.866666666666667,12.5
1,5.97,196,223,16.083333333333332,19.0
1,1.52,75,41,8.883333333333333,8.0
1,3.74,75,116,17.083333333333332,15.0
1,1.04,74,43,4.9,6.0
1,0.92,25,54,3.6,5.0
1,0.5,41,152,4.016666666666667,4.5
1,1.29,75,24,7.816666666666666,7.0
1,4.91,25,255,13.033333333333333,16.5
1,1.7,65,189,11.3,9.5
5,19.08,132,236,49.25,52.0
1,4.31,127,69,29.866666666666667,21.0
1,0.89,236,236,4.25,5.0
1,1.1,41,74,9.316666666666666,5.0
1,2.04,92,121,8.35,15.0
1,12.32,35,130,44.55,42.0
1,0.96,166,151,5.65,6.0
1,1.74,74,41,11.383333333333333,9.5
1,0.8,7,179,4.466666666666667,5.0
2,1.35,75,42,5.683333333333334,6.5
1,5.08,74,234,22.2,19.0
1,6.78,195,255,13.483333333333333,20.5
1,1.73,75,238,7.916666666666667,7.5
1,2.06,95,197,15.116666666666667,11.5
6,0.96,75,41,3.9,5.0
2,1.27,41,42,5.733333333333333,6.5
1,0.7,116,152,3.933333333333333,4.5
1,0.52,18,264,132.61666666666667,9.0
1,18.86,75,132,47.3,52.0
2,11.73,260,215,28.866666666666667,34.5
1,1.28,74,75,8.166666666666666,7.5
1,1.78,74,236,7.25,7.5
1,1.25,42,166,6.4,6.5
2,1.65,235,127,19.733333333333334,13.5
1,1.4,74,43,8.483333333333333,7.5
1,3.81,95,134,15.416666666666666,14.0
1,6.73,95,145,32.75,25.5
1,4.13,82,198,21.033333333333335,17.5
1,1.18,74,41,7.116666666666666,7.0
1,2.95,7,260,10.783333333333333,12.0
3,0.28,256,255,2.35,30.0
2,3.65,82,138,8.55,12.0
1,3.46,95,92,14.016666666666667,13.5
1,1.87,75,239,9.716666666666667,9.0
1,1.02,42,42,5.9,6.0
1,1.73,95,196,13.1,10.5
2,3.32,74,244,16.933333333333334,14.5
1,1.4,95,28,4.733333333333333,6.0
1,2.16,97,190,14.3,11.5
1,1.62,75,74,14.216666666666667,10.5
1,0.15,61,264,0.05,14.0
6,1.36,75,74,7.616666666666666,7.0
1,3.0,82,157,17.133333333333333,13.5
1,3.52,7,140,19.766666666666666,15.0
1,4.52,82,197,19.916666666666668,17.5
2,9.35,65,72,57.5,39.5
1,0.72,75,75,3.3333333333333335,4.5
1,1.04,75,236,3.466666666666667,5.0
1,0.3,166,166,0.7666666666666667,3.0
1,0.91,52,65,5.1,5.0
1,3.72,93,95,11.433333333333334,13.0
1,1.58,74,75,4.866666666666666,6.5
1,1.59,74,43,13.25,10.0
2,3.51,169,159,26.633333333333333,19.0
1,2.93,75,164,19.066666666666666,14.0
1,1.28,7,223,7.416666666666667,7.0
1,0.95,244,243,8.366666666666667,7.0
1,0.7,75,236,4.3,4.5
1,5.5,75,211,28.033333333333335,21.0
1,2.1,41,238,9.833333333333334,9.5
1,5.89,43,186,26.233333333333334,23.0
1,1.75,41,75,10.683333333333334,9.0
1,3.53,74,142,21.1,16.0
1,0.61,41,166,4.733333333333333,5.0
3,4.9,42,237,15.633333333333333,16.5
1,0.91,42,152,5.25,5.5
1,0.9,82,83,4.45,5.0
1,2.68,74,238,14.583333333333334,12.0
1,1.93,74,166,9.65,9.0
1,3.4,166,48,18.183333333333334,15.0
1,1.45,75,239,5.2,6.5
1,1.55,74,75,10.216666666666667,8.5
1,1.27,74,74,9.083333333333334,7.5
1,1.26,24,75,9.583333333333334,8.0
1,2.44,41,69,16.566666666666666,12.5
2,1.58,33,97,10.116666666666667,9.0
1,2.92,43,230,18.1,14.5
1,22.51,55,75,50.4,64.0
1,1.68,41,75,12.916666666666666,10.0
1,4.3,130,191,18.433333333333334,16.0
1,9.63,42,246,41.8,32.0
1,1.19,42,41,6.0,6.5
1,2.82,74,262,16.85,13.0
1,1.09,41,74,7.7,7.0
1,2.17,97,54,14.966666666666667,11.5
1,3.05,152,75,14.133333333333333,12.5
5,1.55,189,25,12.0,9.5
1,2.49,75,140,18.316666666666666,13.0
1,1.81,75,74,7.283333333333333,8.0
1,1.94,75,166,8.45,8.5
1,0.6,42,42,2.4166666666666665,4.0
1,3.8,61,76,18.566666666666666,15.0
5,1.32,244,243,11.7,9.0
3,4.79,43,224,27.266666666666666,20.0
1,1.63,74,75,7.0,7.5
1,1.58,74,75,9.7,8.0
1,2.34,74,151,14.766666666666667,11.5
1,5.22,7,48,24.916666666666668,20.0
1,1.27,166,43,11.416666666666666,9.0
1,2.31,74,236,11.7,10.0
1,2.02,75,237,13.55,10.5
1,3.4,75,142,20.466666666666665,17.0
6,1.01,152,166,5.066666666666666,6.0
1,3.2,166,237,21.383333333333333,15.5
1,4.69,61,225,47.21666666666667,30.0
1,1.67,75,74,6.583333333333333,7.5
2,1.51,129,226,10.016666666666667,8.5
1,1.32,41,24,9.3,8.0
1,1.4,41,42,8.883333333333333,8.0
1,1.12,33,40,5.05,5.5
5,10.86,95,68,36.5,36.0
2,18.77,116,244,44.083333333333336,55.0
1,5.6,134,216,33.71666666666667,24.0
1,2.65,75,229,20.633333333333333,15.0
1,1.64,75,141,10.583333333333334,9.0
1,1.71,25,181,10.6,8.5
1,7.5,244,246,17.366666666666667,21.5
1,10.64,41,183,45.416666666666664,34.0
1,1.05,41,75,6.3,6.0
1,2.08,74,166,16.866666666666667,12.0
5,1.55,260,7,7.066666666666666,7.5
1,24.25,136,72,108.55,91.0
1,3.3,74,167,11.6,12.0
1,1.86,260,82,7.133333333333334,8.0
1,2.4,75,168,7.566666666666666,9.0
1,0.95,43,166,6.583333333333333,6.5
1,1.21,74,41,6.1,6.5
1,1.7,75,151,10.783333333333333,9.5
1,1.59,74,166,13.866666666666667,10.0
1,3.23,43,233,22.6,16.0
1,2.38,75,239,10.116666666666667,10.0
1,0.5,41,74,3.5833333333333335,4.5
1,2.48,196,157,14.75,12.5
1,1.38,95,56,6.316666666666666,7.0
1,6.13,43,90,23.65,22.5
1,3.28,74,262,15.45,13.5
1,1.12,97,106,7.766666666666667,7.0
1,0.95,152,116,6.266666666666667,6.0
2,3.13,97,61,16.383333333333333,13.5
1,1.85,65,181,12.75,10.0
1,3.16,129,138,14.266666666666667,9.2
1,1.18,75,236,5.883333333333334,6.5
1,3.25,130,219,14.666666666666666,13.0
1,3.9,52,88,12.0,12.5
1,4.45,127,3,26.616666666666667,20.0
1,1.1,65,49,9.116666666666667,7.5
6,2.8,75,152,12.95,11.5
1,2.18,41,168,13.916666666666666,11.0
1,1.4,75,141,3.7,6.0
1,0.6,41,74,4.666666666666667,5.0
1,1.36,166,238,6.416666666666667,7.0
1,2.91,74,141,11.95,11.0
1,3.02,74,238,16.4,13.0
1,2.97,75,163,14.05,11.5
5,2.15,74,42,10.433333333333334,9.5
1,1.84,7,145,14.166666666666666,11.0
1,1.51,42,74,11.65,9.0
1,7.99,43,138,29.25,27.0
1,0.61,43,263,4.15,4.5
1,1.21,74,263,4.966666666666667,5.5
1,1.58,42,41,6.483333333333333,7.0
1,0.82,74,74,6.766666666666667,6.0
1,7.02,244,246,17.583333333333332,21.5
1,0.9,65,65,8.966666666666667,7.5
1,7.1,244,213,30.2,25.0
1,0.26,41,41,1.2166666666666666,3.0
2,1.93,75,237,13.25,10.5
1,0.51,41,75,2.533333333333333,4.0
1,7.19,197,35,54.93333333333333,38.0
1,2.48,168,75,12.566666666666666,11.0
1,1.42,74,42,12.6,9.5
1,1.06,43,236,4.983333333333333,5.5
1,1.86,244,152,15.25,11.5
1,4.12,75,161,17.366666666666667,15.5
1,0.02,152,152,0.08333333333333333,52.0
1,6.34,40,36,26.716666666666665,22.5
1,1.33,74,75,5.95,6.5
1,0.99,41,24,6.933333333333334,6.5
1,1.73,152,244,5.883333333333334,7.5
1,0.7,42,42,5.533333333333333,5.5
6,4.38,75,147,20.283333333333335,17.0
1,33.26,212,23,93.13333333333334,94.0
2,2.78,97,61,14.633333333333333,12.5
1,2.16,82,95,10.983333333333333,20.0
1,2.5,74,236,8.6,9.5
1,1.8,74,166,13.533333333333333,10.0
1,2.66,65,188,14.466666666666667,12.5
1,10.65,95,161,29.2,32.5
1,4.08,75,186,41.93333333333333,24.0
1,4.73,41,223,14.833333333333334,16.5
1,2.08,152,244,8.05,9.0
1,10.79,116,265,18.5,30.5
1,1.81,42,75,13.983333333333333,10.5
1,6.4,76,97,27.016666666666666,22.5
1,2.18,83,157,12.95,10.5
1,0.3,169,169,5.133333333333334,5.0
1,2.4,74,236,14.933333333333334,11.5
5,5.46,134,129,15.85,18.0
1,2.12,42,69,16.616666666666667,12.0
1,6.9,7,125,27.933333333333334,23.5
1,0.96,74,74,7.266666666666667,6.5
2,5.77,129,256,17.433333333333334,19.5
1,3.63,74,239,13.816666666666666,13.5
3,2.06,74,75,11.15,9.5
1,0.88,75,43,8.0,7.0
1,4.66,116,262,30.283333333333335,21.0
1,0.89,75,263,3.95,5.0
1,1.22,74,75,7.616666666666666,7.0
5,4.21,7,142,21.3,17.5
1,1.82,74,151,11.816666666666666,10.0
1,1.0,75,74,3.183333333333333,5.0
1,3.14,42,119,12.516666666666667,15.0
1,0.5,41,41,3.1333333333333333,4.5
1,1.3,65,97,10.283333333333333,8.5
1,1.65,75,41,8.6,8.5
1,1.89,75,74,7.166666666666667,8.0
5,14.86,227,91,32.65,42.0
1,0.9,41,74,15.4,10.5
1,2.17,65,17,19.8,13.5
1,1.06,25,33,6.3,6.0
1,1.96,42,151,10.083333333333334,9.5
1,1.51,74,41,10.716666666666667,8.0
1,2.86,41,244,20.233333333333334,14.0
1,2.21,75,141,14.233333333333333,11.5
2,0.22,75,236,5.966666666666667,5.5
1,3.61,97,255,14.083333333333334,14.0
5,1.22,166,42,8.0,7.0
1,3.11,24,230,14.533333333333333,13.0
1,0.43,75,75,2.55,3.5
1,7.59,116,68,24.45,25.5
1,0.99,74,74,9.8,7.5
1,2.9,75,162,12.366666666666667,11.5
1,0.12,56,264,1.9666666666666666,22.0
2,1.79,160,95,11.9,10.0
1,3.8,74,7,15.016666666666667,15.5
1,1.0,95,95,6.266666666666667,6.0
1,2.3,74,166,12.933333333333334,10.5
1,3.46,74,69,12.983333333333333,12.5
1,12.77,55,89,68.15,50.0
1,4.25,74,161,26.566666666666666,18.5
1,0.19,166,166,1.85,3.5
1,1.39,74,43,6.283333333333333,7.0
1,1.33,75,74,6.366666666666666,6.5
1,1.1,74,263,5.783333333333333,6.5
1,1.86,75,24,17.516666666666666,12.0
1,11.44,127,138,20.95,32.0
1,7.6,25,230,26.7,25.5
1,1.9,152,42,11.333333333333334,9.5
1,0.96,24,41,4.65,5.5
1,1.43,95,121,12.3,9.5
1,14.3,244,255,35.6,42.0
1,7.8,95,237,30.566666666666666,27.5
1,1.4,75,262,9.25,8.0
1,1.5,97,181,14.516666666666667,10.5
1,3.3,74,162,20.083333333333332,15.5
1,2.0,95,28,7.516666666666667,8.5
2,0.9,236,263,5.75,6.0
1,3.95,256,145,10.983333333333333,13.0
1,1.72,74,236,11.516666666666667,9.5
1,2.18,74,236,13.05,10.5
1,1.08,41,166,6.45,6.5
1,1.3,166,74,7.45,7.0
1,4.7,74,235,9.933333333333334,15.0
1,5.82,65,165,29.65,23.0
1,1.6,74,75,5.816666666666666,7.0
1,1.22,134,197,5.7,6.5
1,2.52,42,75,16.166666666666668,12.5
1,3.2,7,198,19.883333333333333,15.0
1,1.47,75,74,4.1,6.0
1,2.7,65,189,36.86666666666667,22.0
1,1.5,43,238,9.95,8.5
1,0.69,41,41,4.85,5.5
1,2.2,75,142,9.9,9.5
2,0.96,69,159,4.15,5.5
1,1.85,74,75,9.3,8.5
4,10.0,35,215,30.366666666666667,31.0
2,1.25,97,25,8.25,7.0
1,1.1,74,41,8.083333333333334,7.0
1,2.57,217,66,14.65,11.5
1,1.57,134,95,12.066666666666666,9.0
1,2.48,75,42,9.1,9.5
1,4.2,43,100,21.7,16.5
1,8.7,74,20,21.2,26.0
1,1.64,74,263,9.616666666666667,8.5
1,2.64,24,237,13.65,12.0
1,7.24,7,28,17.633333333333333,21.5
1,8.2,75,138,15.8,24.0
1,1.08,7,223,6.083333333333333,6.5
1,0.89,74,74,3.183333333333333,5.0
3,2.77,130,205,13.416666666666666,12.0
1,2.23,65,17,11.883333333333333,10.0
1,5.99,61,25,73.66666666666667,44.0
1,1.32,75,263,8.5,7.5
1,12.69,95,113,35.666666666666664,40.0
1,0.55,75,75,10.483333333333333,8.0
1,2.79,236,162,13.466666666666667,12.5
1,1.22,75,74,3.7666666666666666,5.5
1,0.5,41,42,2.933333333333333,4.0
1,1.27,82,82,6.666666666666667,7.0
1,1.65,42,41,13.516666666666667,10.5
1,19.76,130,265,42.63333333333333,78.5
1,1.67,49,25,11.416666666666666,9.0
2,2.25,129,7,7.716666666666667,9.5
